customerID,gender,SeniorCitizen,Partner,Dependents,tenure,Churn,age,zipcode
5600-KTXFM,Male,0,Yes,Yes,2,No,19,25040
3871-IKPYH,Male,1,No,No,1,Yes,68,34659
6319-IEJWJ,Male,0,Yes,Yes,20,Yes,59,78237
9025-AOMKI,Female,0,No,No,6,Yes,33,42404
6339-TBELP,Male,0,No,No,71,No,35,66230
7964-YESJC,Female,0,Yes,No,24,No,49,50848
6173-GOLSU,Male,1,Yes,No,67,No,66,63751
5275-SQEIZ,Male,0,No,No,1,Yes,50,23579
7716-YTYHG,Female,0,Yes,Yes,48,Yes,43,85738
9938-ZREHM,Female,0,Yes,No,37,No,22,30194
7950-XWOVN,Male,0,No,No,11,No,22,38686
4390-KYULV,Male,0,Yes,No,3,Yes,38,43438
4647-MUZON,Female,0,Yes,No,18,No,42,36663
9702-AIUJO,Male,0,Yes,Yes,50,No,28,47358
8849-PRIQJ,Female,0,Yes,Yes,67,No,43,65424
8851-RAGOV,Female,0,Yes,No,25,No,33,38666
1304-NECVQ,Female,1,No,No,2,Yes,79,74797
5396-IZEPB,Male,0,No,No,9,No,41,38839
1729-VLAZJ,Female,0,No,Yes,10,No,59,99381
8285-ABVLB,Female,0,Yes,No,70,No,34,84293
0701-TJSEF,Male,0,No,No,9,No,17,40788
5712-VBOXD,Female,0,No,No,4,No,15,78408
6629-LADHQ,Female,0,No,No,2,No,56,37186
8945-GRKHX,Female,0,No,Yes,1,Yes,49,97232
1559-DTODC,Male,0,No,No,19,No,55,41729
4797-MIWUM,Male,0,Yes,Yes,7,No,45,57059
6959-UWKHF,Male,0,No,No,1,Yes,23,69031
8720-RQSBJ,Male,1,No,No,1,No,68,25463
4537-CIBHB,Female,0,Yes,Yes,9,No,17,34297
3815-SLMEF,Female,0,No,No,3,Yes,52,71361
5154-VEKBL,Female,0,No,No,9,Yes,17,85539
4324-AHJKS,Female,0,No,No,5,No,49,56088
4355-CVPVS,Female,0,Yes,Yes,56,No,55,79826
4495-LHSSK,Female,0,No,Yes,18,No,40,68280
5655-JSMZM,Male,1,No,No,49,Yes,63,98130
5915-ANOEI,Male,0,Yes,No,70,No,51,45025
9861-PDSZP,Female,0,No,No,72,No,33,58635
4505-EXZHB,Female,1,No,No,6,Yes,60,55068
7225-CBZPL,Male,1,Yes,No,17,No,79,57119
6704-UTUKK,Male,0,Yes,No,29,No,51,75750
4587-VVTOX,Female,0,Yes,No,6,Yes,53,22726
2019-HDCZY,Male,0,Yes,No,63,No,55,41007
4652-NNHNY,Male,0,Yes,No,16,Yes,58,30111
8788-DOXSU,Male,0,No,No,59,No,28,85002
7404-JLKQG,Female,0,No,No,3,No,21,36966
7421-ZLUPA,Female,0,No,No,8,No,20,52059
8972-HJWNV,Female,1,Yes,No,7,Yes,68,39876
3274-NSDWE,Female,0,No,No,68,No,19,23116
2632-IVXVF,Female,0,Yes,Yes,68,No,41,50053
3692-JHONH,Female,1,Yes,No,52,No,61,25261
8915-NNTRC,Male,0,Yes,Yes,72,No,57,21952
5914-GXMDA,Female,0,Yes,No,32,No,18,59852
7463-IFMQU,Female,0,Yes,No,72,No,58,68181
2920-RNCEZ,Male,0,Yes,Yes,1,No,18,38606
2541-YGPKE,Male,0,Yes,Yes,42,No,40,51558
8515-OCTJS,Female,0,No,No,25,Yes,33,67837
5382-TEMLV,Male,0,No,No,45,No,49,28903
3441-CGZJH,Female,0,Yes,Yes,43,No,30,67388
9592-ERDKV,Male,0,Yes,No,37,No,35,35479
2860-RANUS,Female,1,No,No,20,Yes,70,33153
5261-QSHQM,Female,0,No,No,4,Yes,40,53270
4778-IZARL,Male,0,Yes,No,63,No,52,75925
0432-CAJZV,Male,0,No,No,3,No,56,22228
7008-LZVOZ,Male,0,Yes,Yes,66,No,16,34307
8868-WOZGU,Male,0,No,No,28,Yes,18,95881
1200-TUZHR,Female,1,No,No,8,No,70,56230
9365-CSLBQ,Male,0,No,Yes,71,No,32,63331
1334-FJSVR,Male,0,No,No,1,Yes,19,78454
5884-FBCTL,Female,0,Yes,Yes,72,No,40,56163
7130-CTCUS,Male,1,Yes,No,16,No,70,86222
6242-FEGFD,Male,0,Yes,No,66,No,56,48447
7625-XCQRH,Female,0,No,No,11,Yes,43,16648
6194-HBGQN,Male,0,No,No,51,No,31,89600
7634-WSWDB,Female,0,No,Yes,8,No,19,20008
6986-IXNDM,Male,0,No,No,14,No,16,19664
1731-TVIUK,Female,0,No,No,4,Yes,53,88458
2987-BJXIK,Female,0,No,No,70,No,21,28924
9769-TSBZE,Female,0,No,Yes,70,No,52,30911
0406-BPDVR,Female,1,Yes,No,54,Yes,79,86487
0618-XWMSS,Male,0,No,Yes,28,Yes,30,25006
1395-WSWXR,Male,0,No,No,24,No,35,70972
6023-GSSXW,Female,0,Yes,No,69,No,33,58483
6752-APNJL,Male,0,Yes,Yes,42,No,34,70331
5276-KQWHG,Female,1,No,No,2,Yes,77,28442
0420-HLGXF,Female,1,No,No,39,No,65,88424
7446-KQISO,Male,0,Yes,Yes,45,No,18,36888
9823-EALYC,Male,0,Yes,Yes,72,No,51,60726
0582-AVCLN,Female,0,No,No,38,No,45,64135
5803-NQJZO,Male,0,Yes,No,72,No,18,76596
2565-JSLRY,Male,0,No,No,1,Yes,47,12469
2607-DHDAK,Male,0,Yes,Yes,72,No,39,14076
1073-XXCZD,Male,0,Yes,No,55,No,23,84809
0743-HRVFF,Female,0,Yes,Yes,51,No,52,78666
4006-HKYHO,Male,0,No,No,63,No,47,89621
3727-JEZTU,Female,0,No,No,1,No,54,23356
8143-ETQTI,Female,0,Yes,Yes,23,No,54,74470
6689-KXGBO,Female,0,No,No,1,Yes,43,17437
9667-TKTVZ,Female,0,No,No,2,No,52,84266
3657-COGMW,Female,1,No,No,52,No,71,52680
8570-KLJYJ,Female,0,No,No,36,No,55,80362
7754-IXRMC,Female,0,No,No,1,No,31,54913
9473-CBZOP,Female,0,No,No,28,No,40,76017
2969-WGHQO,Female,0,Yes,Yes,7,No,57,13172
6615-NGGZJ,Male,0,No,No,14,Yes,38,65915
4334-HOWRP,Male,1,Yes,No,72,No,75,53971
4255-DDUOU,Female,0,Yes,Yes,1,Yes,24,71391
5863-OOKCL,Female,0,No,No,10,No,57,49166
1686-STUHN,Male,0,No,No,42,No,19,29365
1329-VHWNP,Female,0,No,No,7,No,20,85302
2984-MIIZL,Male,0,No,No,4,Yes,36,18303
0266-GMEAO,Male,0,Yes,Yes,72,No,46,78150
5590-YRFJT,Female,0,Yes,No,20,Yes,36,10635
5574-NXZIU,Male,0,No,No,63,No,37,17352
0019-GFNTW,Female,0,No,No,56,No,58,46188
4256-ZWTZI,Female,0,No,Yes,5,No,45,89520
8309-PPCED,Female,0,Yes,No,72,No,24,97993
4098-NAUKP,Male,1,Yes,Yes,68,No,76,45208
5196-WPYOW,Male,0,Yes,Yes,67,No,41,56421
4608-LCIMN,Male,0,Yes,Yes,8,No,26,53754
1485-YDHMM,Male,0,Yes,Yes,52,No,47,35281
4054-CUMIA,Female,0,Yes,Yes,18,No,19,58120
0603-TPMIB,Female,0,Yes,Yes,59,No,56,98225
2525-GVKQU,Female,0,No,No,60,No,25,38094
8161-QYMTT,Male,0,No,No,7,No,20,94039
9581-GVBXT,Male,0,Yes,Yes,59,No,46,56488
5862-BRIXZ,Male,0,No,No,46,No,31,53422
5404-GGUKR,Male,0,No,No,5,No,47,15813
3308-JSGML,Male,1,Yes,No,59,No,63,32496
2126-GSEGL,Female,0,Yes,No,70,No,30,27005
3677-TNKIO,Female,0,No,No,14,Yes,17,93458
0440-QEXBZ,Female,0,No,No,44,No,59,11739
2434-EEVDB,Female,0,Yes,No,64,No,16,31727
6762-QVYJO,Female,0,Yes,Yes,58,No,57,26552
6199-IWKGC,Female,1,Yes,No,46,No,79,93666
2675-DHUTR,Male,1,Yes,No,58,No,69,82024
8152-VETUR,Female,0,Yes,No,72,No,31,16590
9667-EQRXU,Female,1,No,No,30,Yes,63,13008
7446-YPODE,Male,1,No,No,11,No,64,22100
9522-BNTHX,Female,1,No,No,34,No,64,11820
4676-WLUHT,Male,0,No,No,54,No,48,93245
3329-WDIOK,Female,0,No,No,3,Yes,45,76080
7980-MHFLQ,Female,0,Yes,Yes,72,No,42,79341
2873-ZLIWT,Female,0,Yes,Yes,40,Yes,43,61812
3415-TAILE,Female,0,Yes,Yes,2,Yes,40,95974
0757-WCUUZ,Male,0,Yes,Yes,54,No,53,67718
1629-DQQVB,Female,0,No,No,14,No,26,86550
1915-IOFGU,Female,0,No,No,1,Yes,55,68727
3045-XETSH,Female,0,No,No,10,Yes,34,99660
0374-AACSZ,Female,0,No,No,1,No,18,78251
7239-HZZCX,Male,0,No,No,1,Yes,37,65153
4872-VXRIL,Male,0,No,No,56,No,54,11733
9140-CZQZZ,Female,0,Yes,No,68,No,53,49546
3423-HHXAO,Female,0,Yes,Yes,14,No,57,76137
9938-TKDGL,Male,0,Yes,Yes,68,No,59,95274
0531-ZZJWQ,Male,1,Yes,No,55,No,60,95409
6537-QLGEX,Female,0,No,No,16,No,28,46370
2688-BHGOG,Male,1,No,No,9,No,67,54383
7683-CBDKJ,Male,0,Yes,Yes,14,Yes,43,23981
0946-CLJTI,Male,1,Yes,No,58,Yes,71,44850
3160-TYXLT,Male,0,No,No,53,No,33,19617
1325-USMEC,Male,0,Yes,No,70,No,31,53650
0916-QOFDP,Female,1,Yes,Yes,14,No,71,75040
0628-CNQRM,Male,0,Yes,Yes,22,Yes,23,86804
5606-AMZBO,Female,0,Yes,No,10,No,26,84006
6199-IPCAO,Female,0,Yes,Yes,29,No,29,65446
7665-TOALD,Female,0,No,No,1,Yes,57,55807
0112-QWPNC,Male,0,Yes,No,49,Yes,41,68475
0324-BRPCJ,Female,1,Yes,No,68,Yes,71,95095
2777-PHDEI,Female,0,No,No,1,Yes,27,31675
5640-CAXOA,Female,0,No,No,30,No,51,28927
2235-EZAIK,Female,0,Yes,No,72,No,45,84979
3847-BAERP,Female,0,No,No,10,No,49,75796
1196-AMORA,Male,0,No,No,7,Yes,19,29751
4282-YMKNA,Female,0,No,No,9,Yes,17,70147
1453-RZFON,Female,0,No,Yes,1,No,43,27001
8263-OKETD,Female,0,No,No,20,No,18,22101
0670-KDOMA,Female,0,No,No,1,No,26,96731
2476-YGEFM,Female,0,No,No,29,No,22,22232
8687-BAFGU,Male,0,No,No,1,No,15,27788
0641-EVBOJ,Male,0,No,No,3,No,47,93369
0829-XXPLX,Female,0,No,No,20,No,43,62427
9974-JFBHQ,Male,0,No,Yes,64,No,17,90851
5356-RHIPP,Male,0,No,No,1,Yes,56,95798
6624-JDRDS,Female,0,No,No,6,No,25,50924
0608-JDVEC,Male,0,Yes,No,50,No,31,56813
9780-FKVVF,Male,0,No,No,6,No,20,61860
1919-RTPQD,Male,0,Yes,Yes,7,No,27,68317
5214-NLTIT,Male,0,Yes,Yes,72,No,51,59342
3345-PBBFH,Male,0,Yes,No,8,No,18,68516
5055-BRMNE,Female,0,Yes,Yes,67,No,53,14935
9189-JWSHV,Female,1,Yes,No,24,Yes,79,53178
2190-PHBHR,Female,0,Yes,No,72,No,57,91633
2650-GYRYL,Male,0,Yes,Yes,33,No,27,62422
0746-JTRFU,Male,0,No,No,2,Yes,18,16529
5208-FVQKB,Male,0,Yes,No,70,No,41,53752
7184-LRUUR,Female,0,No,No,22,No,19,57647
6627-CFOSN,Female,0,No,No,59,No,21,35222
3982-JGSFD,Male,0,No,No,36,No,38,59748
1574-DYCWE,Female,0,Yes,Yes,51,No,18,52262
7247-XOZPB,Male,0,Yes,No,53,No,21,33060
2466-FCCPT,Female,0,Yes,Yes,20,No,38,81243
6211-WWLTF,Male,0,Yes,No,63,No,59,73267
4826-TZEVA,Female,0,No,No,40,No,34,61872
6016-NXBNJ,Male,0,No,No,35,No,28,84361
9138-EFSMO,Male,0,Yes,Yes,26,No,54,52328
0576-WNXXC,Male,1,Yes,No,27,Yes,77,11352
4632-XJMEX,Male,0,No,Yes,53,No,45,74539
8910-LEDAG,Male,1,Yes,No,34,No,68,62246
3452-GWUIN,Female,1,Yes,No,19,No,71,30186
2716-GFZOR,Male,0,Yes,No,43,No,52,61594
3724-UCSHY,Male,0,Yes,Yes,6,No,22,30529
8626-XHBIE,Male,0,No,Yes,56,No,24,30691
4628-CTTLA,Male,0,No,No,57,Yes,49,64729
3192-LNKRK,Male,0,Yes,Yes,34,No,57,16732
4439-YRNVD,Female,0,No,No,10,No,51,79850
2876-VBBBL,Female,0,No,No,1,Yes,22,59361
6834-NXDCA,Female,0,No,No,13,Yes,39,14906
2208-UGTGR,Male,0,No,No,56,No,56,44427
3005-TYFRD,Female,0,Yes,No,55,No,20,85967
8670-MEFCP,Female,0,Yes,Yes,36,No,59,85604
3079-BCHLN,Male,0,Yes,No,47,No,41,31216
7777-UNYHB,Female,0,Yes,Yes,12,No,32,94617
5597-GLBUC,Female,0,No,No,1,Yes,45,61189
7278-CKDNC,Male,1,No,No,24,No,77,99864
2748-MYRVK,Female,0,No,No,63,Yes,34,73713
8450-UYIBU,Female,1,No,No,35,No,74,75993
2969-VAPYH,Female,0,No,No,67,No,41,85437
4822-YCXMX,Male,0,No,No,25,Yes,16,70006
7181-OQCUT,Male,0,No,No,21,No,19,65036
8474-UMLNT,Female,0,No,No,13,No,53,62333
9821-POOTN,Male,0,Yes,No,35,Yes,59,38296
3836-FZSDJ,Male,1,Yes,No,71,No,68,65743
9142-XMYJH,Female,0,No,No,29,No,19,91425
6559-ILWKJ,Male,0,Yes,No,71,Yes,22,23310
0187-QSXOE,Male,1,Yes,No,7,No,74,52519
7733-UDMTP,Female,1,No,No,57,No,72,22517
2649-HWLYB,Male,0,Yes,No,65,No,23,85930
5214-CHIWJ,Male,0,No,No,27,No,24,31994
4229-CZMLL,Male,0,No,No,6,Yes,27,29494
6904-JLBGY,Female,1,No,No,72,No,65,39777
2465-BLLEU,Male,0,No,No,1,No,30,15037
1685-VAYJF,Male,0,No,No,11,No,46,96951
8874-EJNSR,Male,0,Yes,Yes,39,No,16,66095
6917-YACBP,Female,1,No,No,59,No,60,57361
5049-MUBWG,Male,0,No,No,26,No,17,14297
4223-WOZCM,Male,1,No,No,2,No,66,23389
0769-MURVM,Female,0,Yes,Yes,72,No,23,73030
9253-VIFJQ,Male,0,Yes,No,65,No,38,46187
7030-FZTFM,Male,0,Yes,Yes,72,No,22,22445
9741-YLNTD,Male,0,No,No,6,No,35,56735
5917-RYRMG,Male,1,No,No,32,No,60,34142
5120-ZBLAI,Female,0,Yes,No,50,No,23,55956
1194-BHJYC,Male,0,Yes,No,61,No,47,10815
3663-MITLP,Female,0,No,No,15,Yes,33,49388
0906-QVPMS,Male,0,Yes,No,72,No,51,87498
9025-ZRPVR,Male,0,No,No,9,Yes,25,74285
1905-OEILC,Female,0,No,No,1,No,17,17307
7858-GTZSP,Female,0,No,No,12,No,25,96271
3285-UCQVC,Female,0,No,No,37,Yes,29,32522
6248-BSHKG,Male,0,Yes,Yes,61,No,39,53158
4685-TFLLS,Male,0,Yes,Yes,18,No,24,47928
3470-BTGQO,Male,0,No,Yes,21,No,27,65502
1209-VFFOC,Male,0,Yes,Yes,68,No,42,78009
8224-DWCKX,Male,1,No,No,12,No,70,66245
5482-PLVPE,Female,1,No,No,2,Yes,73,62303
4553-DVPZG,Female,0,Yes,No,62,No,49,21506
4902-OHLSK,Female,1,No,No,29,Yes,69,99878
6917-IAYHD,Male,0,No,Yes,1,No,49,85931
0495-ZBNGW,Male,1,Yes,No,5,Yes,75,85737
8620-RJPZN,Female,0,No,No,1,No,53,53343
7572-KPVKK,Male,0,No,Yes,62,No,53,35442
2642-MAWLJ,Female,0,Yes,Yes,36,No,25,40772
2357-COQEK,Female,1,No,No,28,Yes,69,84635
7103-ZGVNT,Female,0,Yes,Yes,69,No,59,23132
3737-GCSPV,Female,0,Yes,No,11,Yes,22,14169
2027-WKXMW,Female,0,Yes,No,63,No,22,43824
7137-NAXML,Male,0,No,No,23,No,36,35045
2428-ZMCTB,Male,0,No,No,10,No,44,74340
2961-VNFKL,Female,0,Yes,No,71,No,24,15924
1768-HNVGJ,Female,1,No,No,45,No,79,50899
6963-KQYQB,Female,0,Yes,Yes,70,No,58,81330
5934-RMPOV,Female,0,No,Yes,22,No,44,64582
1207-BLKSA,Female,0,Yes,Yes,52,No,58,67638
4088-YLDSU,Male,0,Yes,No,55,Yes,19,29309
8316-BBQAY,Female,0,No,No,65,No,35,68789
1166-PQLGG,Female,0,Yes,Yes,72,No,15,52895
3146-JTQHR,Male,0,Yes,No,10,No,26,16958
4291-YZODP,Female,0,No,Yes,7,No,24,53041
4395-PZMSN,Male,1,No,No,5,No,67,33454
6427-FEFIG,Female,0,Yes,Yes,24,No,25,83980
0017-IUDMW,Female,0,Yes,Yes,72,No,30,41621
8706-HRADD,Male,0,No,No,21,No,25,51610
9955-QOPOY,Male,0,Yes,No,69,No,39,61257
4385-ZKVNW,Male,0,Yes,Yes,44,No,54,50867
5446-DKWYW,Female,1,Yes,Yes,61,No,72,36194
2034-CGRHZ,Male,1,No,No,24,Yes,75,92246
5797-APWZC,Female,0,No,No,1,Yes,22,97901
3683-QKIUE,Female,0,No,No,6,Yes,39,53321
4228-ZGYUW,Male,0,No,No,4,Yes,55,38380
9031-ZVQPT,Male,0,Yes,No,72,No,49,90840
2990-IAJSV,Male,0,No,No,72,No,45,16327
8107-KNCIM,Male,1,Yes,No,14,No,75,25378
9027-YFHQJ,Male,0,No,No,7,No,24,75037
5176-LDKUH,Female,0,No,No,48,No,53,38184
4644-OBGFZ,Male,0,Yes,Yes,55,No,23,13690
7926-IJOOU,Male,0,No,No,1,No,55,81282
6480-YAGIY,Male,0,No,No,45,No,50,65108
4029-HPFVY,Male,0,No,No,3,No,16,81731
7602-DBTOU,Female,0,Yes,No,71,No,24,76307
5345-BMKWB,Male,0,Yes,No,8,No,57,14397
3519-ZKXGG,Female,0,Yes,No,3,Yes,33,68826
5457-COLHT,Male,0,Yes,Yes,69,No,57,58139
6416-TVAIH,Male,0,Yes,Yes,1,Yes,40,82135
5451-YHYPW,Female,1,Yes,No,72,No,64,53877
5108-ADXWO,Male,0,No,No,11,Yes,41,45991
7998-WNZEM,Male,0,No,No,71,No,55,20534
3066-RRJIO,Female,0,No,No,1,Yes,45,67099
4664-NJCMS,Female,0,Yes,No,33,No,22,55102
0307-BCOPK,Female,0,No,No,16,No,37,88328
7629-WFGLW,Female,1,Yes,No,56,No,62,81953
2542-HYGIQ,Female,0,No,No,1,No,55,21676
6715-OFDBP,Male,0,No,No,5,Yes,25,97711
5016-LIPDW,Male,0,Yes,Yes,57,No,20,86554
6481-LXPWL,Male,0,Yes,Yes,56,No,39,20076
1567-DSCIC,Male,0,No,No,8,Yes,54,47192
2150-UWTFY,Female,0,Yes,Yes,22,Yes,54,39193
6124-ACRHJ,Female,0,No,No,1,No,40,53639
9362-MWODR,Female,0,No,Yes,40,No,59,96336
9975-GPKZU,Male,0,Yes,Yes,46,No,51,77890
9625-RZFUK,Male,0,Yes,Yes,63,No,49,77895
5153-LXKDT,Male,0,Yes,Yes,68,No,32,13452
5161-UBZXI,Male,0,Yes,Yes,69,No,18,84696
1020-JPQOW,Female,0,Yes,No,56,No,46,18101
7919-ZODZZ,Female,0,Yes,Yes,10,No,15,16847
0565-JUPYD,Male,0,No,No,63,No,22,48109
6867-ACCZI,Female,0,Yes,Yes,24,No,52,42801
5939-XAIXZ,Female,0,No,No,19,No,50,50214
9054-FOWNV,Male,0,Yes,Yes,22,No,16,96821
2683-BPJSO,Male,0,Yes,No,29,Yes,36,50100
2157-MXBJS,Male,0,Yes,No,13,Yes,29,75173
8207-VVMYB,Female,0,Yes,No,70,No,44,28326
9732-EQMWY,Female,0,Yes,No,49,No,17,33146
9360-AHGNL,Female,1,Yes,No,43,Yes,68,71491
1087-UDSIH,Female,0,No,No,3,Yes,25,27407
5269-NRGDP,Male,0,Yes,Yes,42,No,51,95569
6195-MELTI,Male,0,No,No,57,No,36,22002
5485-WUYWF,Male,1,No,No,2,Yes,69,18667
2121-JAFOM,Female,0,Yes,No,72,No,40,11588
8818-DOPVL,Female,1,No,No,46,No,71,48970
2632-UCGVD,Male,1,Yes,No,66,Yes,75,43565
5445-PZWGX,Male,0,No,No,62,Yes,53,47263
1227-UDMZR,Female,0,Yes,No,72,No,47,95437
5198-HQAEN,Male,0,Yes,Yes,35,No,59,89755
9170-CCKOU,Male,0,Yes,No,17,Yes,52,63624
2167-FQSTQ,Female,0,Yes,No,72,No,34,29481
2819-GWENI,Female,0,Yes,Yes,28,No,42,83489
1043-YCUTE,Male,0,Yes,No,56,Yes,37,58527
3814-MLAXC,Female,0,No,No,31,Yes,41,11540
3572-UUHRS,Male,0,No,No,45,No,45,67846
2692-PFYTJ,Female,0,No,No,1,No,56,39712
1226-UDFZR,Female,0,No,No,2,Yes,53,64161
5955-EPOAZ,Female,0,No,No,6,No,41,84051
6821-JPCDC,Female,0,Yes,No,48,No,35,62494
8815-LMFLX,Male,0,Yes,Yes,25,No,22,73299
9135-HSWOC,Male,0,Yes,Yes,64,No,46,55877
8582-KRHPJ,Male,0,No,No,50,No,53,40935
5811-IWXYM,Female,0,Yes,Yes,52,No,42,99942
7044-YAACC,Male,1,Yes,No,4,No,63,52828
8189-XRIKE,Female,1,No,No,32,No,79,46940
1506-YJTYT,Male,0,Yes,Yes,45,No,57,86339
4123-DVHPH,Male,0,Yes,No,9,No,38,64001
6425-YQLLO,Female,1,Yes,No,66,Yes,79,75699
5442-UTCVD,Male,0,No,Yes,3,Yes,41,43056
2228-BZDEE,Female,0,No,No,54,No,26,52170
7734-DBOAI,Female,0,Yes,Yes,1,Yes,43,49911
2789-CZANW,Female,0,Yes,Yes,64,No,37,24194
2091-RFFBA,Female,1,No,No,31,Yes,61,57347
2114-MGINA,Female,0,No,No,14,Yes,25,97475
7596-LDUXP,Female,0,No,No,12,No,55,55550
3740-RLMVT,Male,1,Yes,No,67,No,79,38359
4489-SNOJF,Female,0,Yes,Yes,35,Yes,19,83606
2192-OZITF,Female,0,No,No,45,No,45,99301
5651-CPDND,Male,0,No,No,10,No,20,91799
2186-QZEYA,Female,1,No,No,29,No,61,72575
1131-ALZWV,Female,0,No,No,24,No,38,41617
7729-XBTWX,Male,0,Yes,Yes,66,No,30,84834
9134-WYRVP,Male,0,No,No,51,No,55,33841
3284-SVCRO,Female,0,Yes,No,45,No,26,86155
9732-OUYRN,Female,0,Yes,No,49,No,26,28034
0559-CKHUS,Female,0,Yes,No,29,No,19,71940
2931-SVLTV,Male,0,Yes,Yes,40,No,15,17233
6899-PPEEA,Female,1,No,No,37,Yes,78,86391
7504-UWHNB,Male,0,No,No,25,No,48,89893
2582-FFFZR,Female,0,No,No,22,No,42,45491
8908-NMQTX,Male,0,No,No,72,No,48,57628
2187-LZGPL,Female,0,No,No,7,Yes,20,25892
1431-AIDJQ,Male,0,Yes,Yes,33,No,42,67821
6288-LBEAR,Female,0,No,No,23,No,51,90454
4597-NUCQV,Male,1,No,No,24,Yes,79,93954
9019-QVLZD,Female,0,No,No,1,Yes,58,44285
8413-YNHNV,Male,0,No,No,69,No,41,29783
5808-TOTXO,Female,0,No,Yes,3,No,56,53025
4369-NYSCF,Male,0,No,No,56,No,15,35373
6333-YDVLT,Male,0,No,No,65,No,46,95586
5324-KTGCG,Male,0,Yes,No,71,No,34,87680
5599-HVLTW,Female,1,No,No,14,No,76,91094
7394-LWLYN,Female,0,No,No,2,No,42,42065
3707-LRWZD,Female,0,No,No,32,Yes,51,90853
6873-UDNLD,Male,0,No,No,40,No,58,15688
2700-LUEVA,Male,0,No,No,1,No,57,28135
1455-ESIQH,Male,0,No,No,1,Yes,55,61558
0958-YHXGP,Female,0,No,No,7,No,19,53371
1101-SSWAG,Female,0,Yes,No,15,No,45,84532
2979-SXESE,Female,0,Yes,Yes,17,Yes,23,69255
4013-TLDHQ,Male,0,No,No,19,Yes,51,65310
5743-KHMNA,Male,0,No,No,71,No,58,75138
4194-FJARJ,Female,0,Yes,Yes,54,No,37,11966
5325-UWTWJ,Male,0,Yes,No,31,No,41,28954
3969-GYXEL,Female,0,No,No,11,No,45,24479
9208-OLGAQ,Female,1,No,No,18,No,66,13066
3244-CQPHU,Female,1,No,No,72,No,69,80875
2674-MLXMN,Female,1,No,No,71,No,67,73825
9708-HPXWZ,Male,1,No,No,5,No,76,40224
6992-TKNYO,Male,0,Yes,No,38,No,55,46856
4468-YDOVK,Male,0,No,Yes,5,No,25,36763
3754-DXMRT,Male,1,No,No,2,Yes,67,63049
5792-JALQC,Female,1,No,No,52,No,64,11103
7130-VTEWQ,Female,1,No,No,8,Yes,61,58098
2200-DSAAL,Female,0,No,No,68,No,50,93415
4302-ZYFEL,Male,0,Yes,Yes,69,No,22,47430
9351-LZYGF,Female,0,Yes,No,42,No,40,13498
4366-CTOUZ,Female,0,No,No,50,No,30,82368
6121-VZNQB,Female,0,No,No,1,Yes,52,47506
7903-CMPEY,Male,1,Yes,No,1,Yes,78,41244
1518-OMDIK,Male,0,Yes,No,33,No,42,20466
6671-NGWON,Female,0,No,No,7,No,37,89217
0595-ITUDF,Male,0,Yes,Yes,64,No,41,90122
6996-KNSML,Female,0,No,No,1,Yes,26,33436
1955-IBMMB,Male,0,No,No,59,No,24,19989
0096-BXERS,Female,0,Yes,No,6,No,37,38728
3806-YAZOV,Female,0,No,No,3,No,48,15374
7998-ZLXWN,Female,0,Yes,No,15,No,16,66244
6253-WRFHY,Male,0,Yes,Yes,13,No,38,22159
9133-AYJZG,Female,0,No,No,23,No,49,51290
2675-OTVVJ,Male,1,Yes,No,31,No,67,13848
8680-CGLTP,Male,0,No,No,29,No,56,65966
8430-TWCBX,Female,0,Yes,No,49,No,21,40036
5018-GWURO,Female,0,Yes,No,56,No,32,46638
6741-QRLUP,Female,0,No,No,63,No,47,12629
4737-HOBAX,Male,0,Yes,No,63,No,40,17714
0537-QYZZN,Male,1,Yes,Yes,24,No,64,41451
3340-QBBFM,Male,1,Yes,No,36,No,77,38522
1704-NRWYE,Female,1,No,No,9,Yes,73,92038
2592-SEIFQ,Male,0,No,No,3,Yes,51,11587
8200-KLNYW,Female,0,Yes,No,21,No,24,50104
3372-CDXFJ,Male,0,Yes,Yes,13,No,20,32151
4781-ZXYGU,Male,0,Yes,Yes,1,No,34,61881
7632-YUTXB,Female,0,Yes,Yes,25,No,55,22695
2718-YSKCS,Male,0,Yes,Yes,71,No,34,38353
9896-UYMIE,Male,0,No,No,66,No,51,37585
0853-NWIFK,Female,0,No,No,45,No,55,80781
8212-CRQXP,Female,0,Yes,No,22,No,45,43528
6980-CDGFC,Female,0,Yes,No,67,No,20,11408
7691-XVTZH,Female,0,Yes,No,68,No,15,64451
2520-SGTTA,Female,0,Yes,Yes,0,No,32,51859
7481-ATQQS,Female,1,No,No,49,Yes,64,44777
2277-VWCNI,Female,1,No,No,4,No,60,96688
1088-CNNKB,Male,0,Yes,No,63,No,35,14864
8642-GVWRF,Female,0,Yes,No,2,Yes,15,57638
1930-BZLHI,Male,0,No,No,21,No,48,81552
3400-ESFUW,Male,0,Yes,Yes,55,Yes,16,32371
5868-YTYKS,Male,0,No,Yes,1,No,58,76876
3525-DVKFN,Female,0,No,No,17,No,46,32219
1482-OXZSY,Male,0,No,No,30,No,30,96897
0377-JBKKT,Male,0,Yes,Yes,22,No,48,51410
5778-BVOFB,Female,0,No,No,9,No,49,72869
3373-YZZYM,Male,0,Yes,Yes,1,No,29,22043
2057-ZBLPD,Female,0,Yes,No,21,Yes,28,96026
0228-MAUWC,Male,0,No,No,19,No,33,47283
5502-RLUYV,Female,0,Yes,Yes,69,Yes,41,75441
